timestamp,price,prev_close_price,open_price,low_price,high_price,ch,chp,sentiment_score
2024-05-29 21:12:57,2164.7,2175.075,2175.075,2152.0,2177.37,-10.38,-0.48,-0.061224489795918366
2024-05-29 22:13:44,2165.125,2164.7,2164.7,2163.985,2165.385,0.43,0.02,-0.061224489795918366
2024-05-29 23:14:13,2164.96,2164.7,2164.7,2163.95,2165.48,0.26,0.01,-0.061224489795918366
2024-05-30 01:00:25,2165.225,2164.7,2164.7,2161.82,2165.69,0.53,0.02,0.05555555555555555
2024-05-30 02:02:35,2161.565,2164.7,2164.7,2160.4,2166.405,-3.13,-0.14,0.05555555555555555
2024-05-30 03:15:47,2159.51,2164.7,2164.7,2156.59,2166.405,-5.19,-0.24,0.05555555555555555
2024-05-30 04:19:56,2163.685,2164.7,2164.7,2156.59,2166.405,-1.01,-0.05,0.05555555555555555
2024-05-30 05:14:16,2163.695,2164.7,2164.7,2156.59,2166.405,-1.0,-0.05,0.05555555555555555
2024-05-30 06:19:09,2154.65,2164.7,2164.7,2152.765,2166.405,-10.05,-0.46,0.05555555555555555
2024-05-30 07:14:07,2163.655,2164.7,2164.7,2152.765,2166.405,-1.04,-0.05,0.05555555555555555
2024-05-30 08:18:51,2159.23,2164.7,2164.7,2152.765,2166.405,-5.47,-0.25,0.05555555555555555
2024-05-30 09:15:54,2160.89,2164.7,2164.7,2152.765,2166.405,-3.81,-0.18,0.05555555555555555
2024-05-30 10:15:26,2156.92,2164.7,2164.7,2152.765,2166.405,-7.78,-0.36,0.05555555555555555
2024-05-30 11:11:49,2162.82,2164.7,2164.7,2152.765,2166.405,-1.88,-0.09,0.05555555555555555
2024-05-30 12:25:49,2164.17,2164.7,2164.7,2152.765,2166.405,-0.53,-0.02,0.05555555555555555
2024-05-30 13:15:36,2165.105,2164.7,2164.7,2152.765,2166.735,0.41,0.02,0.05555555555555555
2024-05-30 14:14:33,2168.285,2164.7,2164.7,2152.765,2170.555,3.59,0.17,0.05555555555555555
2024-05-30 15:15:25,2163.78,2164.7,2164.7,2152.765,2170.555,-0.92,-0.04,0.05555555555555555
2024-05-30 16:17:31,2160.9,2164.7,2164.7,2152.765,2170.555,-3.8,-0.18,0.05555555555555555
2024-05-30 17:12:28,2163.94,2164.7,2164.7,2152.765,2170.555,-0.76,-0.04,0.05555555555555555
2024-05-30 18:19:32,2161.345,2164.7,2164.7,2152.765,2170.555,-3.36,-0.16,0.05555555555555555
2024-05-30 19:13:12,2161.54,2164.7,2164.7,2152.765,2170.555,-3.16,-0.15,0.05555555555555555
2024-05-30 20:16:15,2162.565,2164.7,2164.7,2152.765,2170.555,-2.13,-0.1,0.05555555555555555
2024-05-30 21:14:32,2163.065,2164.7,2164.7,2152.765,2170.555,-1.63,-0.08,0.05555555555555555
2024-05-30 22:14:09,2162.92,2163.15,2163.065,2162.675,2164.635,-0.23,-0.01,0.05555555555555555
2024-05-30 23:14:43,2164.725,2163.15,2163.15,2162.0,2164.73,1.57,0.07,0.05555555555555555
2024-05-31 00:08:21,2163.715,2163.15,2163.15,2162.0,2166.2,0.57,0.03,0.375
2024-05-31 01:02:40,2165.81,2163.15,2163.15,2162.0,2167.42,2.66,0.12,0.375
2024-05-31 02:03:48,2168.695,2163.15,2163.15,2162.0,2169.115,5.55,0.26,0.375
2024-05-31 03:17:09,2161.8,2163.15,2163.15,2162.0,2169.61,-1.35,-0.06,0.375
2024-05-31 16:22:14,2152.445,2163.15,2163.15,2145.815,2169.61,-10.7,-0.49,0.375
2024-05-31 18:22:38,2144.095,2163.15,2163.15,2142.055,2169.61,-19.06,-0.88,0.375
2024-05-31 20:18:22,2146.425,2163.15,2163.15,2140.525,2169.61,-16.72,-0.77,0.375
2024-05-31 22:16:44,2145.205,2163.15,2163.15,2140.525,2169.61,-17.95,-0.83,0.375
2024-05-31 23:44:10,2145.205,2163.15,2163.15,2140.525,2169.61,-17.95,-0.83,0.375
2024-06-01 00:04:54,2145.205,2163.15,2163.15,2140.525,2169.61,-17.95,-0.83,0.0
2024-06-01 00:29:04,2145.205,2163.15,2163.15,2140.525,2169.61,-17.95,-0.83,0.0
2024-06-01 01:00:26,2145.205,2163.15,2163.15,2140.525,2169.61,-17.95,-0.83,0.0
2024-06-01 01:15:24,2145.205,2163.15,2163.15,2140.525,2169.61,-17.95,-0.83,0.0
2024-06-01 02:36:18,2145.205,2163.15,2163.15,2140.525,2169.61,-17.95,-0.83,0.0
2024-06-01 04:21:01,2145.205,2163.15,2163.15,2140.525,2169.61,-17.95,-0.83,0.0
2024-06-01 06:22:46,2145.205,2163.15,2163.15,2140.525,2169.61,-17.95,-0.83,0.0
2024-06-01 08:06:24,2145.205,2163.15,2163.15,2140.525,2169.61,-17.95,-0.83,0.0
2024-06-01 08:21:32,2145.205,2163.15,2163.15,2140.525,2169.61,-17.95,-0.83,0.0
2024-06-01 08:47:11,2145.205,2163.15,2163.15,2140.525,2169.61,-17.95,-0.83,0.0
2024-06-01 10:18:56,2145.205,2163.15,2163.15,2140.525,2169.61,-17.95,-0.83,0.0
2024-06-01 12:30:26,2145.205,2163.15,2163.15,2140.525,2169.61,-17.95,-0.83,0.0
2024-06-01 14:16:49,2145.205,2163.15,2163.15,2140.525,2169.61,-17.95,-0.83,0.0
