timestamp,price,currency,prev_close_price,open_price,low_price,high_price,ch,chp,ask,bid,price_gram_24k,price_gram_22k,price_gram_21k,price_gram_20k,price_gram_18k,price_gram_16k,price_gram_14k,price_gram_10k
2024-05-23T22:49:13.145042,2152.775,EUR,2198.06,2198.06,2152.155,2202.035,-45.28,-2.06,2153.18,2152.48,69.2133,63.4455,60.5617,57.6778,51.91,46.1422,40.3744,28.8389
2024-05-23T23:43:18.029038,2156.73,EUR,2153.575,2153.575,2153.53,2157.02,3.16,0.15,2157.11,2156.35,69.3405,63.5621,60.6729,57.7837,52.0054,46.227,40.4486,28.8919
