timestamp,price,currency,prev_close_price,open_price,low_price,high_price,ch,chp,ask,bid,price_gram_24k,price_gram_22k,price_gram_21k,price_gram_20k,price_gram_18k,price_gram_16k,price_gram_14k,price_gram_10k
2024-05-23T22:49:14.673566,2129.05,CHF,2178.49,2178.49,2128.42,2181.82,-49.44,-2.27,2129.53,2128.61,68.4505,62.7463,59.8942,57.0421,51.3379,45.6337,39.9295,28.5211
2024-05-23T23:43:18.488856,2132.455,CHF,2129.55,2129.55,2128.99,2132.74,2.9,0.14,2132.76,2132.1,68.56,62.8467,59.99,57.1334,51.42,45.7067,39.9933,28.5667
2024-05-23T23:49:08.601746,2132.985,CHF,2129.55,2129.55,2128.99,2133.365,3.43,0.16,2133.32,2132.62,68.5771,62.8623,60.0049,57.1476,51.4328,45.718,40.0033,28.5738
2024-05-23T23:56:19.463039,2132.885,CHF,2129.55,2129.55,2128.99,2133.365,3.34,0.16,2133.29,2132.4,68.5738,62.8594,60.0021,57.1449,51.4304,45.7159,40.0014,28.5724
